PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
114963,6122,Kids five and up,2,Kids five and up,2,0,1.7058823529411764
114964,6122,Kids five,2,Kids five,2,0,1.7058823529411764
114965,6122,and up,2,and up,2,0,1.7058823529411764
114966,6122,"will be delighted with the fast , funny , and even touching story .",4,"will be delighted with the fast , funny , and even touching story .",0,4,1.7058823529411764
114978,6122,even touching,2,even touching,2,0,1.7058823529411764
114967,6122,"will be delighted with the fast , funny , and even touching story",4,"will be delighted with the fast , funny , and even touching story",0,4,1.7058823529411764
114977,6122,and even touching,3,and even touching,2,1,1.7058823529411764
114969,6122,"delighted with the fast , funny , and even touching story",4,"delighted with the fast , funny , and even touching story",0,4,1.7058823529411764
114971,6122,"the fast , funny , and even touching story",3,"the fast , funny , and even touching story",4,1,1.7058823529411764
114972,6122,"fast , funny , and even touching story",4,"fast , funny , and even touching story",4,0,1.7058823529411764
114970,6122,"with the fast , funny , and even touching story",4,"with the fast , funny , and even touching story",0,4,1.7058823529411764
114973,6122,"fast , funny , and even touching",3,"fast , funny , and even touching",4,1,1.7058823529411764
114974,6122,", funny , and even touching",3,", funny , and even touching",4,1,1.7058823529411764
114975,6122,"funny , and even touching",4,"funny , and even touching",4,0,1.7058823529411764
114976,6122,", and even touching",3,", and even touching",2,1,1.7058823529411764
50005,2454,of deep feeling,3,of deep feeling,2,1,1.7
49999,2454,gives a superb performance full of deep feeling .,4,gives a superb performance full of deep feeling .,2,2,1.7
50000,2454,gives a superb performance full of deep feeling,4,gives a superb performance full of deep feeling,2,2,1.7
50001,2454,gives a superb performance,4,gives a superb performance,2,2,1.7
50002,2454,a superb performance,4,a superb performance,2,2,1.7
50004,2454,full of deep feeling,4,full of deep feeling,2,2,1.7
50006,2454,deep feeling,3,deep feeling,2,1,1.7
49997,2454,Piccoli gives a superb performance full of deep feeling .,4,Piccoli gives a superb performance full of deep feeling .,2,2,1.7
21733,971,worthless,0,worthless,2,2,1.7
93655,4883,far the worst movie,0,far the worst movie,2,2,1.7
93654,4883,far the worst movie of the year,1,far the worst movie of the year,2,1,1.7
93653,4883,by far the worst movie of the year,0,by far the worst movie of the year,2,2,1.7
93652,4883,is by far the worst movie of the year,1,is by far the worst movie of the year,3,2,1.7
93651,4883,is by far the worst movie of the year .,0,is by far the worst movie of the year .,3,3,1.7
93650,4883,moronic stunts,2,moronic stunts,2,0,1.7
21732,971,worthless film,1,worthless film,2,1,1.7
140263,7612,The original was not a good movie but this remake makes it look like a masterpiece !,0,The original was n't a good movie but this remake makes it look like a masterpiece !,3,3,1.7
49998,2454,Piccoli,1,Piccoli,2,1,1.7
140267,7612,was not a good movie,1,was n't a good movie,3,2,1.7
140264,7612,The original was not a good movie but this remake makes it look like a masterpiece,2,The original was n't a good movie but this remake makes it look like a masterpiece,3,1,1.7
23233,1052,finely,3,finely,2,1,1.7
140272,7612,like a masterpiece,4,like a masterpiece,2,2,1.7
140271,7612,look like a masterpiece,3,look like a masterpiece,2,1,1.7
21731,971,a worthless film,0,a worthless film,2,2,1.7
23229,1052,"finely crafted , finely written ,",4,"finely crafted , finely written ,",2,2,1.7
23230,1052,"finely crafted , finely written",4,"finely crafted , finely written",2,2,1.7
23231,1052,"finely crafted ,",4,"finely crafted ,",2,2,1.7
23232,1052,finely crafted,4,finely crafted,2,2,1.7
23234,1052,finely written,4,finely written,2,2,1.7
140265,7612,The original was not a good movie but,1,The original was n't a good movie but,3,2,1.7
23235,1052,exquisitely performed,4,exquisitely performed,2,2,1.7
23236,1052,exquisitely,4,exquisitely,2,2,1.7
140270,7612,it look like a masterpiece,4,it look like a masterpiece,2,2,1.7
23237,1052,performed,2,performed,2,0,1.7
140269,7612,makes it look like a masterpiece,4,makes it look like a masterpiece,2,2,1.7
140268,7612,this remake makes it look like a masterpiece,2,this remake makes it look like a masterpiece,2,0,1.7
140266,7612,The original was not a good movie,1,The original was n't a good movie,3,2,1.7
23228,1052,"finely crafted , finely written , exquisitely performed",4,"finely crafted , finely written , exquisitely performed",2,2,1.7
50003,2454,superb performance,4,superb performance,2,2,1.7
93649,4883,of moronic stunts,1,of moronic stunts,2,1,1.7
93648,4883,Plotless collection,1,Plotless collection,2,1,1.7
21728,971,to make such a worthless film,1,to make such a worthless film,2,1,1.7
21727,971,easy to make such a worthless film,0,easy to make such a worthless film,2,2,1.7
21724,971,It 's probably not easy to make such a worthless film ...,0,It 's probably not easy to make such a worthless film ...,2,2,1.7
21725,971,'s probably not easy to make such a worthless film ...,0,'s probably not easy to make such a worthless film ...,2,2,1.7
21726,971,'s probably not easy to make such a worthless film,0,'s probably not easy to make such a worthless film,2,2,1.7
93646,4883,Plotless collection of moronic stunts is by far the worst movie of the year .,0,Plotless collection of moronic stunts is by far the worst movie of the year .,3,3,1.7
93647,4883,Plotless collection of moronic stunts,0,Plotless collection of moronic stunts,2,2,1.7
21729,971,make such a worthless film,1,make such a worthless film,2,1,1.7
21730,971,such a worthless film,0,such a worthless film,2,2,1.7
37261,1769,are scenes of cinematic perfection that steal your heart away .,4,are scenes of cinematic perfection that steal your heart away .,2,2,1.6666666666666667
48310,2358,"I do not know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0,"I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",3,3,1.6666666666666667
144855,7864,of splendid performances,4,of splendid performances,2,2,1.6666666666666667
144854,7864,a host,2,a host,2,0,1.6666666666666667
85016,4396,A solidly entertaining,4,A solidly entertaining,2,2,1.6666666666666667
85015,4396,A solidly entertaining little film,4,A solidly entertaining little film,2,2,1.6666666666666667
85014,4396,A solidly entertaining little film .,3,A solidly entertaining little film .,2,1,1.6666666666666667
142555,7739,Cinematic poo .,0,Cinematic poo .,2,2,1.6666666666666667
48308,2358,"No , I do not know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",1,"No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",3,2,1.6666666666666667
48309,2358,", I do not know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0,", I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",3,3,1.6666666666666667
48312,2358,"do not know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money",0,"do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money",3,3,1.6666666666666667
48311,2358,"do not know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0,"do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",3,3,1.6666666666666667
144851,7864,acute writing and,2,acute writing and,2,0,1.6666666666666667
28844,1337,are fantastic,4,are fantastic,2,2,1.6666666666666667
37260,1769,There are scenes of cinematic perfection that steal your heart away .,4,There are scenes of cinematic perfection that steal your heart away .,2,2,1.6666666666666667
142556,7739,poo .,0,poo .,2,2,1.6666666666666667
96804,5057,You 'll probably love it .,4,You 'll probably love it .,2,2,1.6666666666666667
37262,1769,are scenes of cinematic perfection that steal your heart away,4,are scenes of cinematic perfection that steal your heart away,2,2,1.6666666666666667
